GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
201911614,2019-12-22T13:00:00,1,2019,16,IND,CAR,HOME,55,13,44,Lucas Oil Stadium,Artificial,58,29,10,67.2,-9.4,14,7,3,14,0,39,56,27:39:00,36,20,13,10,90,469,10.9,10,46,315,14.2,6,39,20,153,0,0,8.2,11,75,89.1,16,8,52.6,4,2,72.3,10,6,0,0,282,0,0,0,0,6,19,10,8,0,6,202,67.5,0,6,6,0,3,3,0,0,46,30,32:21:00,27,13,19,0,103,414,8.4,0,30,126,8.6,0,65,40,288,0,6,9.2,10.3,89.9,64.5,20,8,41.4,8,4,72.3,6,0,0,0,23,13,67,0,0,10,54,13,6,0,6,230,76.6,6,0,-4,86.8,0,2,2,4,27.5,20.2,10,0,0,-1,-1,-3,13.6,28.9,14.5,10,10,10,0,0,10,10,0,0,0,0,0,2,2,0,6,282,0,0,6,0,6,6,6,0,0,0,0,0,0,0,0,0,4,4,0,4,23,0,0,0,0,78,22,10,54,10,0,0,0,0,0,0,4,121,0,0,0,0,0,0,0,67,10,6,19,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,TRUE,Colts,Sunday,43,72,993001635,0,0,14,5,2019-12-22T00:00:00,2019-12-22T13:00:00,17215,14,5,17215
201911602,2019-12-22T13:00:00,1,2019,16,JAX,ATL,AWAY,17,35,36,Mercedes-Benz Stadium,Artificial,64,145,26,69.4,10.8,0,3,3,6,0,38,77,26:53:00,25,10,13,6,85,416,10.2,2,35,166,10,0,46,20,250,2,0,11.3,17.9,63.3,103.4,20,6,30.9,8,6,108.4,4,0,0,0,16,13,52,2,2,6,22,13,10,0,10,367,73.5,2,4,2,14,3,0,7,0,48,10,33:07:00,40,12,29,0,106,749,10.3,6,39,195,10.5,4,65,46,554,2,4,12.3,17.4,102.8,123.9,19,10,77.8,0,0,0,10,6,0,0,29,13,93,0,0,2,2,10,8,0,6,175,58.3,4,2,-1,0,0,2,2,-3,26.8,18.8,8.6,86.8,0,-1,-1,4,24.1,20.7,4.6,8,4,2,0,0,0,0,0,4,0,0,0,4,4,0,2,10,4,82,4,8,10,8,6,0,0,6,6,0,0,0,0,0,4,2,0,6,29,6,62,0,0,68,39,2,2,13,0,0,0,0,0,0,0,10,0,43,0,0,0,0,0,46,32,6,22,10,2,2,0,0,0,0,0,17,0,22,0,0,0,0,0,TRUE,Jaguars,Sunday,51,67,993001628,0,0,15,2,2019-12-22T00:00:00,2019-12-22T13:00:00,17212,15,2,17212
201911606,2019-12-22T20:20:00,1,2019,16,KC,CHI,AWAY,38,6,29,Soldier Field,Grass,56,36,26,65.8,-10.1,7,10,0,9,0,48,35,33:24:00,36,13,22,8,91,506,11.7,6,42,153,7.7,2,48,33,353,4,0,10.7,15.3,100.8,160.8,16,13,78.8,0,0,0,8,6,0,0,14,13,103,0,0,2,10,10,6,0,4,134,67.2,0,0,0,0,0,3,0,0,38,52,26:36:00,26,10,12,6,85,338,8.4,0,32,146,9.6,0,49,26,192,0,0,8.2,10.7,76.5,90.4,17,10,60.3,6,0,0,2,0,0,0,26,10,72,0,0,6,35,2,6,0,6,201,66.9,0,0,0,108.4,0,13,0,4,19.7,27.3,2.9,0,0,-9,0,-3,14.9,6.1,11.7,13,10,8,0,0,6,4,0,0,0,0,0,4,4,0,4,14,4,82,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,2,0,4,26,4,54,0,0,59,12,6,35,4,0,0,0,0,0,0,0,13,0,46,0,0,0,0,0,61,32,2,10,0,0,0,0,0,0,0,0,14,0,38,0,0,0,0,0,TRUE,Chiefs,Sunday,49,54,993001644,0,0,16,6,2019-12-22T00:00:00,2019-12-22T20:20:00,17221,16,6,17221
201911629,2019-12-22T16:05:00,1,2019,16,LAC,LV,HOME,25,35,41,Dignity Health Sports Park,Grass,84,145,20,65.1,-10.8,0,7,7,3,0,38,52,26:36:00,30,8,19,8,81,411,10.7,4,23,27,2.5,4,56,39,383,0,0,14.2,14.2,100.1,127.4,16,6,39.5,2,2,144.6,6,4,0,0,30,4,22,0,0,2,20,10,13,0,13,412,68.7,0,0,0,7,7,7,3,0,48,35,33:24:00,27,10,17,0,90,529,12.3,6,42,143,7.1,4,43,38,386,2,0,12.9,14.9,125.4,166.1,20,10,72.3,2,2,144.6,4,4,0,0,59,10,68,0,0,6,35,6,10,0,10,375,74.9,0,0,0,96.4,0,8,2,4,29.9,30.7,2.5,144.6,0,-6,-1,-3,45.1,10.8,13.2,8,4,2,0,0,4,4,0,0,0,0,0,2,2,0,6,30,6,106,0,0,10,8,4,0,0,6,6,0,0,0,0,0,2,2,0,8,59,4,74,0,0,75,29,6,35,0,0,0,0,0,0,0,0,16,0,49,0,0,0,0,0,65,13,2,20,10,0,0,0,0,0,0,0,19,0,38,0,0,0,0,0,TRUE,Chargers,Sunday,58,48,993001637,0,0,29,25,2019-12-22T00:00:00,2019-12-22T16:05:00,17209,29,25,17209
201911631,2019-12-21T20:15:00,1,2019,16,LAR,SF,AWAY,45,49,65,Levi's Stadium,Grass,75,46,10,65.8,10.1,7,14,7,3,0,46,30,32:21:00,35,13,25,2,101,571,11.7,8,35,104,6.3,4,67,39,467,4,2,10.1,17.4,84.9,123.9,19,10,55.7,0,0,0,6,6,0,0,20,10,62,0,0,0,0,12,10,0,13,385,64.1,2,4,2,3,21,0,10,0,39,56,27:39:00,27,10,17,4,81,483,12.5,8,33,172,10.9,4,39,23,311,2,4,11.6,19.4,85.7,95.6,14,8,57.8,0,0,0,10,6,0,0,67,6,38,0,0,13,48,6,10,0,10,317,63.3,4,2,-1,144.6,0,10,4,13,44,35,0,86.8,0,-7,-3,-9,30.1,13.6,26.3,13,13,10,0,0,8,8,0,0,0,0,0,4,2,0,4,2,2,39,4,19,13,13,10,0,0,8,8,0,0,0,0,0,4,4,0,0,0,2,117,2,67,56,12,13,48,12,2,0,0,0,0,0,0,2,0,39,0,0,0,0,0,68,23,0,0,8,2,0,0,0,2,0,0,0,0,117,0,0,0,0,0,TRUE,Rams,Saturday,67,48,993001620,0,0,32,31,2019-12-21T00:00:00,2019-12-21T20:15:00,17210,32,31,17210
201911629,2019-12-22T16:05:00,1,2019,16,LV,LAC,AWAY,35,25,41,Dignity Health Sports Park,Grass,84,145,20,65.1,10.8,7,7,7,3,0,48,35,33:24:00,27,10,17,0,90,529,12.3,6,42,143,7.1,4,43,38,386,2,0,12.9,14.9,125.4,166.1,20,10,72.3,2,2,144.6,4,4,0,0,59,10,68,0,0,6,35,6,10,0,10,375,74.9,0,0,0,0,7,7,3,0,38,52,26:36:00,30,8,19,8,81,411,10.7,4,23,27,2.5,4,56,39,383,0,0,14.2,14.2,100.1,127.4,16,6,39.5,2,2,144.6,6,4,0,0,30,4,22,0,0,2,20,10,13,0,13,412,68.7,0,0,0,144.6,0,-6,-1,-3,45.1,10.8,9.1,96.4,0,8,2,4,29.9,30.7,5.2,10,8,4,0,0,6,6,0,0,0,0,0,2,2,0,8,59,4,74,0,0,8,4,2,0,0,4,4,0,0,0,0,0,2,2,0,6,30,6,106,0,0,65,13,2,20,10,0,0,0,0,0,0,0,19,0,38,0,0,0,0,0,75,29,6,35,0,0,0,0,0,0,0,0,16,0,49,0,0,0,0,0,TRUE,Raiders,Sunday,48,58,993001636,0,0,25,29,2019-12-22T00:00:00,2019-12-22T16:05:00,17209,25,29,17209
201911619,2019-12-22T13:00:00,1,2019,16,MIA,CIN,HOME,55,51,73,Hard Rock Stadium,Grass,110,145,39,65.8,3.1,14,7,7,7,3,52,35,36:24:00,42,10,30,6,127,726,11.9,10,49,139,5.9,2,75,45,587,8,2,11.3,18.9,86.2,147.4,23,13,54.2,0,0,0,10,8,0,0,38,13,68,0,0,4,19,10,13,0,13,425,70.9,2,2,0,0,6,6,23,0,48,52,33:36:00,36,4,30,4,123,622,10.7,8,36,85,5,0,81,48,536,8,0,13.8,16.2,85.2,148.4,26,8,32.1,6,6,144.6,6,4,0,0,61,14,111,2,2,8,36,19,10,0,12,561,70.1,2,2,0,115.7,0,-9,2,4,34.7,16.9,3.7,96.4,0,13,-1,-3,21.3,34.8,14,13,10,8,0,0,10,10,0,0,0,0,0,4,2,0,8,38,4,40,0,0,10,13,8,0,0,2,2,0,8,2,2,2,4,4,0,8,61,4,72,2,0,72,40,8,36,10,2,2,0,0,0,0,0,14,0,32,0,0,0,0,0,80,33,4,19,10,2,0,0,0,0,0,0,25,0,42,0,0,0,0,0,TRUE,Dolphins,Sunday,78,87,993001631,0,0,19,7,2019-12-22T00:00:00,2019-12-22T13:00:00,17216,19,7,17216
201911620,2019-12-23T20:15:00,1,2019,16,MIN,GB,HOME,14,33,33,U.S. Bank Stadium,Artificial,43,29,12,68,-5.8,3,7,0,0,0,32,40,22:28,10,2,13,0,77,201,5.4,2,23,82,7.5,0,46,23,119,2,2,5.4,10.7,72.3,77.6,22,8,38.6,4,0,0,2,0,0,0,84,6,43,0,0,10,58,10,10,0,12,545,68.1,2,6,4,3,6,8,6,0,54,46,37:32:00,32,12,20,0,108,554,10.7,4,46,266,12.1,4,58,38,288,0,2,10.5,11.1,94,96.2,20,10,51.6,0,0,0,6,2,0,0,94,4,29,4,4,6,25,10,12,0,10,338,67.7,6,2,-3,0,0,-3,-4,-3,22.6,16.8,13.5,48.2,0,4,6,4,72.3,27.3,10.1,6,6,6,0,0,2,2,0,0,0,0,0,2,2,0,2,33,0,0,2,14,10,10,10,0,0,2,0,0,4,2,0,0,6,6,0,8,38,0,0,2,56,78,30,6,25,10,6,4,36,0,0,0,0,33,0,0,0,0,0,0,0,46,25,10,58,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,TRUE,Vikings,Monday,54,62,993001647,0,0,20,12,2019-12-23T00:00:00,2019-12-23T20:15:00,17222,20,12,17222
201911621,2019-12-21T16:30:00,1,2019,16,NE,BUF,HOME,35,25,41,Gillette Stadium,Artificial,38,29,8,56.4,-10.1,7,3,3,11,0,55,75,38:52:00,33,14,16,4,98,599,12.8,4,51,207,8.6,2,48,38,392,2,0,11.9,15,113.9,160.5,20,10,72.3,4,2,72.3,8,4,0,0,25,6,43,2,2,0,0,10,10,0,4,134,67.2,2,0,-1,3,7,7,0,0,30,12,21:08,20,13,12,0,77,388,10.7,4,33,133,8.4,0,38,19,254,4,0,14.2,19.5,72.3,141.1,16,4,26.3,4,2,72.3,6,2,0,0,69,10,67,0,0,8,46,8,8,0,13,385,64.1,0,2,2,72.3,0,6,6,8,44,33.7,0,48.2,0,-4,-4,-6,16.5,17.5,19.2,13,10,8,0,0,2,2,0,4,2,0,0,6,6,0,6,25,6,108,0,0,8,4,0,0,0,4,4,0,0,0,0,0,2,2,0,2,25,4,82,0,0,52,27,8,46,10,0,0,0,0,0,0,0,14,0,49,0,0,0,0,0,87,35,0,0,0,2,2,45,0,0,0,0,25,0,51,0,0,0,0,0,TRUE,Patriots,Saturday,48,43,993001619,0,0,21,4,2019-12-21T00:00:00,2019-12-21T16:30:00,17208,21,4,17208
201911634,2019-12-22T13:00:00,1,2019,16,NO,TEN,AWAY,55,40,66,Nissan Stadium,Grass,67,145,10,70.9,-5.1,0,10,21,7,0,45,8,31:04:00,33,10,23,4,95,545,11.9,10,33,147,9.2,4,58,40,398,6,0,14.4,14.2,101.2,164.9,17,8,48.2,2,0,0,6,6,0,0,84,16,101,0,0,6,35,13,12,0,10,353,70.6,0,2,2,14,0,7,7,0,40,81,28:56:00,25,8,16,4,84,574,14.2,8,38,215,11.9,2,39,25,359,6,0,13.3,21.1,91.1,187.8,19,10,55.7,2,0,0,2,2,0,0,54,13,81,2,2,10,35,6,12,0,10,432,61.7,2,0,-1,144.6,0,6,0,4,44.5,27.2,7,144.6,0,-4,0,-3,50.3,10.1,22.6,10,10,6,0,0,10,10,0,0,0,0,0,2,2,0,8,30,10,234,0,0,10,4,0,0,0,8,8,0,0,0,0,0,0,0,0,6,54,8,120,0,0,67,29,10,35,8,2,2,54,0,0,0,0,17,0,68,0,0,0,0,0,75,16,6,35,10,0,0,0,0,0,0,0,20,0,38,0,0,0,0,0,TRUE,Saints,Sunday,62,46,993001622,0,0,22,34,2019-12-22T00:00:00,2019-12-22T13:00:00,17214,22,34,17214
201911635,2019-12-22T13:00:00,1,2019,16,NYG,WAS,AWAY,59,51,76,FedEx Field,Grass,52,29,6,60.7,-1.4,14,14,7,0,6,45,82,31:57:00,40,12,23,8,100,798,11.6,13,38,298,11.4,2,61,40,500,10,0,11.9,17.9,96.4,190.2,20,12,82.6,0,0,0,6,6,0,0,13,8,48,0,0,2,13,14,17,0,6,195,65.1,0,0,0,7,7,7,14,0,48,69,33:48:00,36,10,23,4,97,522,11.3,10,38,116,6.5,4,55,42,406,6,0,10.7,14,110.3,177.6,20,12,82.6,0,0,0,10,10,0,0,0,13,74,0,0,6,30,10,12,0,10,341,68.3,0,0,0,144.6,0,6,8,4,66.8,35.3,2.3,144.6,0,-4,-6,-3,44.5,23.6,10.6,13,13,10,0,0,10,10,0,0,0,0,0,2,0,0,4,13,6,124,0,0,10,13,8,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2,36,0,0,62,43,6,30,4,0,0,0,0,0,0,0,10,0,51,0,0,0,0,0,74,17,2,13,10,2,0,0,0,0,2,0,0,0,36,0,0,0,0,0,TRUE,Giants,Sunday,62,59,993001624,0,0,23,35,2019-12-22T00:00:00,2019-12-22T13:00:00,17218,23,35,17218
201911624,2019-12-22T13:00:00,1,2019,16,NYJ,PIT,HOME,23,14,26,MetLife Stadium,Artificial,52,39,10,52.8,6.3,7,3,3,3,0,40,40,28:28:00,20,10,10,4,87,375,9,2,46,123,5.6,0,38,23,252,2,0,14,15.8,88.9,136,22,8,38.6,2,2,144.6,2,0,0,0,30,6,43,2,2,4,13,10,14,0,13,398,66.2,2,4,2,0,10,0,0,0,45,46,31:32:00,23,6,16,4,95,376,8.2,2,36,108,6.3,0,54,36,268,2,4,10.5,10.7,97.7,95,20,6,30.9,2,0,0,2,0,0,0,58,8,49,0,0,8,40,10,13,0,10,403,57.7,4,2,-1,0,0,0,8,4,57.8,24.7,7.1,0,0,0,-6,-3,27.2,36.2,14.2,10,8,4,0,0,2,2,0,0,0,0,0,6,6,0,2,29,4,17,4,2,6,4,2,0,0,2,2,0,0,0,0,0,2,2,0,6,58,6,94,0,0,55,56,8,40,10,0,0,0,0,0,0,0,29,0,17,0,0,0,0,0,46,56,4,13,6,2,2,0,0,0,0,0,25,0,35,0,0,0,0,0,TRUE,Jets,Sunday,40,59,993001633,0,0,24,28,2019-12-22T00:00:00,2019-12-22T13:00:00,17217,24,28,17217
201911626,2019-12-22T16:25:00,1,2019,16,PHI,DAL,HOME,25,13,26,Lincoln Financial Field,Grass,51,30,10,67.2,5.2,10,0,7,0,0,52,17,36:12:00,33,8,26,2,103,623,12.8,4,43,171,8.2,2,58,45,453,2,0,11.3,14.6,112.1,155.6,20,13,62,2,0,0,6,4,0,0,2,8,43,0,0,2,13,8,13,0,8,236,59,0,2,2,0,6,0,3,0,33,69,23:48,23,8,17,0,90,450,10.5,0,23,78,7.1,0,64,36,372,0,0,12.1,14.9,82.1,106.7,20,6,30.9,4,2,72.3,4,0,0,0,14,4,29,2,2,4,12,8,12,0,13,343,57.1,2,0,-1,96.4,0,0,-3,2,54.2,12.6,2.4,0,0,0,4,-1,38.6,14.2,9,8,6,4,0,0,4,4,0,0,0,0,0,6,2,0,2,2,6,121,0,0,8,4,2,0,0,0,0,0,0,0,0,0,6,6,0,2,14,4,59,0,0,55,20,4,12,10,2,2,0,0,0,0,0,2,0,48,0,0,0,0,0,72,35,2,13,8,2,0,0,0,0,0,0,14,0,35,0,0,0,0,0,TRUE,Eagles,Sunday,59,67,993001641,0,0,26,9,2019-12-22T00:00:00,2019-12-22T16:25:00,17219,26,9,17219
201911624,2019-12-22T13:00:00,1,2019,16,PIT,NYJ,AWAY,14,23,26,MetLife Stadium,Artificial,52,39,10,52.8,-4.3,0,10,0,0,0,45,46,31:32:00,23,6,16,4,95,376,8.2,2,36,108,6.3,0,54,36,268,2,4,10.5,10.7,97.7,95,20,6,30.9,2,0,0,2,0,0,0,58,8,49,0,0,8,40,10,13,0,10,403,57.7,4,2,-1,7,3,3,3,0,40,40,28:28:00,20,10,10,4,87,375,9,2,46,123,5.6,0,38,23,252,2,0,14,15.8,88.9,136,22,8,38.6,2,2,144.6,2,0,0,0,30,6,43,2,2,4,13,10,14,0,13,398,66.2,2,4,2,0,0,0,-6,-3,27.2,36.2,9.8,0,0,0,8,4,57.8,24.7,10.3,6,4,2,0,0,2,2,0,0,0,0,0,2,2,0,6,58,6,94,0,0,10,8,4,0,0,2,2,0,0,0,0,0,6,6,0,2,29,4,17,4,2,46,56,4,13,6,2,2,0,0,0,0,0,25,0,35,0,0,0,0,0,55,56,8,40,10,0,0,0,0,0,0,0,29,0,17,0,0,0,0,0,TRUE,Steelers,Sunday,59,40,993001632,0,0,28,24,2019-12-22T00:00:00,2019-12-22T13:00:00,17217,28,24,17217
201911630,2019-12-22T16:25:00,1,2019,16,SEA,ARI,HOME,19,39,40,CenturyLink Field,Artificial,58,145,13,73.7,-11.6,7,0,0,6,0,36,10,25:07:00,19,8,12,2,81,324,8.4,2,29,132,9.6,0,45,23,192,2,0,9,12,74.6,106.6,17,2,12,2,0,0,4,2,0,0,33,10,80,2,2,10,52,8,8,0,10,453,64.6,2,0,-1,7,10,3,7,0,49,77,34:53:00,30,17,12,2,100,596,12.5,6,58,366,13.2,4,39,22,230,2,0,12.3,15.3,80.4,123.3,22,10,48.2,2,2,144.6,4,2,0,0,58,10,68,0,0,4,12,12,17,0,13,372,61.9,0,2,2,72.3,0,-6,-12,-4,14.5,20,13.9,72.3,0,8,12,6,86.8,32.1,14.4,8,4,0,0,0,2,2,0,0,0,0,0,4,4,0,4,33,4,48,0,0,13,10,8,0,0,6,6,0,0,0,0,0,6,4,2,10,58,8,130,0,0,56,68,4,12,10,0,0,0,0,0,2,0,26,0,26,0,0,0,0,0,46,43,10,52,10,4,2,0,0,0,0,0,19,0,43,0,0,0,0,0,TRUE,Seahawks,Sunday,52,42,993001643,0,0,30,1,2019-12-22T00:00:00,2019-12-22T16:25:00,17220,30,1,17220
201911631,2019-12-21T20:15:00,1,2019,16,SF,LAR,HOME,49,45,65,Levi's Stadium,Grass,75,46,10,65.8,-10.1,3,21,0,10,0,39,56,27:39:00,27,10,17,4,81,483,12.5,8,33,172,10.9,4,39,23,311,2,4,11.6,19.4,85.7,95.6,14,8,57.8,0,0,0,10,6,0,0,67,6,38,0,0,13,48,6,10,0,10,317,63.3,4,2,-1,7,14,7,3,0,46,30,32:21:00,35,13,25,2,101,571,11.7,8,35,104,6.3,4,67,39,467,4,2,10.1,17.4,84.9,123.9,19,10,55.7,0,0,0,6,6,0,0,20,10,62,0,0,0,0,12,10,0,13,385,64.1,2,4,2,86.8,0,-7,-3,-9,30.1,13.6,18.2,144.6,0,10,4,13,44,35,0,13,13,10,0,0,8,8,0,0,0,0,0,4,4,0,0,0,2,117,2,67,13,13,10,0,0,8,8,0,0,0,0,0,4,2,0,4,2,2,39,4,19,68,23,0,0,8,2,0,0,0,2,0,0,0,0,117,0,0,0,0,0,56,12,13,48,12,2,0,0,0,0,0,0,2,0,39,0,0,0,0,0,TRUE,49ers,Saturday,48,67,993001621,0,0,31,32,2019-12-21T00:00:00,2019-12-21T20:15:00,17210,31,32,17210
201911633,2019-12-21T13:00:00,1,2019,16,TB,HOU,HOME,29,33,43,Raymond James Stadium,Grass,97,145,23,72.3,6.3,3,14,3,0,0,43,40,30:28:00,27,8,22,0,104,629,12.5,4,30,153,10.5,2,69,36,476,2,8,14.4,19.1,75.3,66.9,25,13,76.5,2,0,0,4,4,0,0,59,13,65,2,2,6,13,12,12,0,4,117,58.6,10,4,-4,10,7,3,3,0,42,46,29:32:00,22,10,10,6,91,331,7.5,4,38,98,5.4,2,46,27,233,0,2,10.5,12.3,85.9,86.1,20,8,41.4,2,2,144.6,8,2,0,0,85,8,51,2,2,10,33,10,6,0,13,386,64.3,4,10,6,144.6,0,6,10,4,44.5,31.2,5.9,36.2,0,-4,-7,-3,20.7,14.2,19.5,10,10,10,0,0,4,4,0,0,0,0,0,6,4,2,4,6,10,107,2,45,13,8,2,0,0,4,4,0,0,0,0,0,6,6,0,2,14,0,0,8,71,64,23,10,33,13,4,2,10,0,0,0,0,4,0,26,0,0,0,0,0,71,14,6,13,14,2,2,0,0,2,2,0,14,0,0,0,0,0,0,0,TRUE,Buccaneers,Saturday,74,54,993001617,0,0,33,13,2019-12-21T00:00:00,2019-12-21T13:00:00,17211,33,13,17211
201911634,2019-12-22T13:00:00,1,2019,16,TEN,NO,HOME,40,55,66,Nissan Stadium,Grass,67,145,10,70.9,7.3,14,0,7,7,0,40,81,28:56:00,25,8,16,4,84,574,14.2,8,38,215,11.9,2,39,25,359,6,0,13.3,21.1,91.1,187.8,19,10,55.7,2,0,0,2,2,0,0,54,13,81,2,2,10,35,6,12,0,10,432,61.7,2,0,-1,0,10,21,7,0,45,8,31:04:00,33,10,23,4,95,545,11.9,10,33,147,9.2,4,58,40,398,6,0,14.4,14.2,101.2,164.9,17,8,48.2,2,0,0,6,6,0,0,84,16,101,0,0,6,35,13,12,0,10,353,70.6,0,2,2,144.6,0,-4,0,-3,50.3,10.1,15.6,144.6,0,6,0,4,44.5,27.2,10.1,10,4,0,0,0,8,8,0,0,0,0,0,0,0,0,6,54,8,120,0,0,10,10,6,0,0,10,10,0,0,0,0,0,2,2,0,8,30,10,234,0,0,75,16,6,35,10,0,0,0,0,0,0,0,20,0,38,0,0,0,0,0,67,29,10,35,8,2,2,54,0,0,0,0,17,0,68,0,0,0,0,0,TRUE,Titans,Sunday,46,62,993001623,0,0,34,22,2019-12-22T00:00:00,2019-12-22T13:00:00,17214,34,22,17214
